Year,State,Format,Revenue,Federal Revenue,State Revenue,Local Revenue
2008,Vermont,Per Student - Inflation Adjusted,19762.775202318076,1280.991848699004,17486.766250649554,995.0171029695206
2009,Vermont,Total - Inflation Adjusted,1806573622.9878948,122797759.2515049,1601806414.7456217,81969448.99076815
2009,Vermont,Per Student - Inflation Adjusted,20505.714390021316,1393.8246243016317,18181.48276351796,930.4070022017237
2010,Vermont,Total - Inflation Adjusted,1865954212.6141737,205959361.30459294,1574448271.3605819,85546579.94899869
2010,Vermont,Per Student - Inflation Adjusted,20572.138903532476,2270.7064685807595,17358.278898536373,943.1535364153436
2011,Vermont,Total - Inflation Adjusted,1753028674.2914526,124321366.21538234,1546899815.3509278,81807492.72514227
2011,Vermont,Per Student - Inflation Adjusted,20153.92692472284,1429.2715037876771,17784.136348326276,940.5074345378517
2012,Vermont,Total - Inflation Adjusted,1777566247.8801684,140704717.83668453,1551549592.8649743,85311937.17850965
2012,Vermont,Per Student - Inflation Adjusted,20206.96845843944,1599.4984810495112,17637.66103358111,969.8089438088184
2013,Vermont,Total - Inflation Adjusted,1800006786.7185216,127527475.85951667,1591767984.493728,80711326.36527698
2013,Vermont,Per Student - Inflation Adjusted,20179.443794253904,1429.6793251715467,17844.929470307543,904.8349987748123
2014,Vermont,Total - Inflation Adjusted,1831188933.0777183,112147704.24785839,1637265173.2878983,81776055.54196152
2014,Vermont,Per Student - Inflation Adjusted,20811.3289837503,1274.5560202392453,18607.405549323586,929.3783624765414
2015,Vermont,Total - Inflation Adjusted,1878908491.5930684,114502314.87993994,1681232663.9639535,83173512.74917494
2015,Vermont,Per Student - Inflation Adjusted,22057.063794129026,1344.181713628596,19736.4822414347,976.3998390657331
2016,Vermont,Total - Inflation Adjusted,1932501379.6611648,120828378.31648321,1743478847.2957776,68194154.04890397
2016,Vermont,Per Student - Inflation Adjusted,21966.735458257168,1373.4507801843072,19818.117463489736,775.1672145831313
2017,Vermont,Total - Inflation Adjusted,1913166529.488573,116790669.66929169,1727719306.3312726,68656553.48800878
2017,Vermont,Per Student - Inflation Adjusted,21832.319662273872,1332.7710538356457,19716.074508922957,783.48470104296
2018,Vermont,Total - Inflation Adjusted,1936847832.3378932,117462605.81486025,1758268672.4025364,61116554.120496586
2018,Vermont,Per Student - Inflation Adjusted,22324.717514291817,1353.9061221570014,20266.3613251139,704.4500670209143
2019,Vermont,Total - Inflation Adjusted,1936503456.9623713,115611191.47918572,1758440665.682067,62451599.80111857
2019,Vermont,Per Student - Inflation Adjusted,22779.448832511192,1359.95299383105,20684.861366793506,734.6344718866391
2020,Vermont,Total - Inflation Adjusted,2029693000,128512000,1842411000,58770000
2020,Vermont,Per Student - Inflation Adjusted,23575.04,1492.68,21399.74,682.62
2002,Virginia,Total - Inflation Adjusted,14094957874.86717,901788399.9299738,5779390938.923874,7413778536.013323
2002,Virginia,Per Student - Inflation Adjusted,12129.44508658476,776.0347312205733,4973.46973002835,6379.9406253358375
2003,Virginia,Total - Inflation Adjusted,14591926389.026234,987198316.3576589,5775437089.950036,7829290982.71854
2003,Virginia,Per Student - Inflation Adjusted,12413.858184318546,839.8411131408463,4913.371454233056,6660.659745693898
2004,Virginia,Total - Inflation Adjusted,15160751273.414362,1058009964.0855253,5863348384.9927635,8239392924.336074
2004,Virginia,Per Student - Inflation Adjusted,12729.094901563443,888.3184660168035,4922.923806402709,6917.866452960706
2005,Virginia,Total - Inflation Adjusted,16082765132.978611,1109654814.2018778,6538261491.892279,8434848826.884454
2005,Virginia,Per Student - Inflation Adjusted,13361.138848069902,921.8738899452269,5431.810173017736,7007.454785106938
2006,Virginia,Total - Inflation Adjusted,16749853332.324823,1121187165.2651634,6629126353.818266,8999539813.241394
2006,Virginia,Per Student - Inflation Adjusted,13801.609134565973,923.8411952291137,5462.299328167838,7415.481543238723
2007,Virginia,Total - Inflation Adjusted,17465673896.58496,1121981043.6231089,7305616140.7866745,9038076712.175177
2007,Virginia,Per Student - Inflation Adjusted,14310.960577109627,919.3210244375637,5986.048384881829,7405.591167790232
2008,Virginia,Total - Inflation Adjusted,17666371273.80789,1090942002.0608547,7240868408.24767,9334560863.499367
2008,Virginia,Per Student - Inflation Adjusted,14352.905983529692,886.3272537957521,5882.790991241661,7583.7877384922795
2009,Virginia,Total - Inflation Adjusted,17979580153.13628,1096106609.0774891,7572263601.767269,9311209942.291521
2009,Virginia,Per Student - Inflation Adjusted,14557.610654924363,887.4859773532918,6131.066439456438,7539.046252349525
2010,Virginia,Total - Inflation Adjusted,17439132499.170227,1818370440.8075347,6515704470.445329,9105057587.917364
2010,Virginia,Per Student - Inflation Adjusted,14011.011995456756,1460.9242234255994,5234.867690491365,7315.220081539791
2011,Virginia,Total - Inflation Adjusted,16779803404.6192,1661103042.6086276,6227737804.595742,8890962557.41483
2011,Virginia,Per Student - Inflation Adjusted,13414.70404479597,1327.9737335005025,4978.801702914093,7107.928608381372
2012,Virginia,Total - Inflation Adjusted,16611692760.041042,1543896538.7711017,6291246878.057246,8776549343.212694
2012,Virginia,Per Student - Inflation Adjusted,13211.857679589633,1227.9143831780216,5003.6434214811015,6980.299874930509
2013,Virginia,Total - Inflation Adjusted,16743058811.907661,1232922743.4337864,6531448813.600212,8978687254.873663
2013,Virginia,Per Student - Inflation Adjusted,13236.875449267629,974.7378942933335,5163.6858641681265,7098.451690806168
2014,Virginia,Total - Inflation Adjusted,16513644894.33654,1105403859.296605,6563386529.398184,8844854505.641752
2014,Virginia,Per Student - Inflation Adjusted,12970.076766327358,868.1993231598074,5154.990959778967,6946.886483388583
2015,Virginia,Total - Inflation Adjusted,16937209201.970781,1100318187.3966336,6783575955.86111,9053315058.713037
2015,Virginia,Per Student - Inflation Adjusted,13233.570827327232,859.7158133642648,5300.220223911913,7073.634790051054
2016,Virginia,Total - Inflation Adjusted,17253516208.899734,1142666212.671917,6800611528.335314,9310238467.892506
2016,Virginia,Per Student - Inflation Adjusted,13442.62818350771,890.2819702698006,5298.518388857519,7253.827824380392
2017,Virginia,Total - Inflation Adjusted,17523431566.56313,1199752625.727773,6960613232.340677,9363065708.49468
2017,Virginia,Per Student - Inflation Adjusted,13618.775481148146,932.4149620641838,5409.620332487031,7276.740186596932
2018,Virginia,Total - Inflation Adjusted,17631404741.3035,1141931371.5580246,7045339474.048035,9444133895.697443
2018,Virginia,Per Student - Inflation Adjusted,13654.637814797798,884.3729720430498,5456.258261738231,7314.006581016517
2019,Virginia,Total - Inflation Adjusted,17885990071.66129,1188390646.4098694,7186917752.339272,9510681672.912148
2019,Virginia,Per Student - Inflation Adjusted,13873.972806411906,921.8257189441098,5574.818849660433,7377.338396338163
2020,Virginia,Total - Inflation Adjusted,18152959000,1123175000,7349822000,9679962000
2020,Virginia,Per Student - Inflation Adjusted,13998.09,866.1,5667.59,7464.4
2002,Washington,Total - Inflation Adjusted,11884567155.312054,924717683.3527187,7501527556.419731,3458321915.5396023
2002,Washington,Per Student - Inflation Adjusted,11776.228132240178,916.2904966246415,7433.136806280049,3426.8008293354906
2003,Washington,Total - Inflation Adjusted,12070269608.466381,992500835.9525877,7536653502.425215,3541115270.0885787
2003,Washington,Per Student - Inflation Adjusted,11896.844862876416,978.246340830489,7428.373593894399,3490.239056900785
2004,Washington,Total - Inflation Adjusted,12119143869.19879,1035955446.8013172,7487465764.156622,3595722658.240849
2004,Washington,Per Student - Inflation Adjusted,11871.313246804513,1014.7649180656007,7334.350404783835,3522.184100138303
2005,Washington,Total - Inflation Adjusted,12238150675.64554,1068883055.4903494,7500089826.491914,3669177793.6632757
2005,Washington,Per Student - Inflation Adjusted,11999.069538197706,1048.0006142279601,7353.571854616588,3597.497069353156
2006,Washington,Total - Inflation Adjusted,12486947860.932941,1037075690.7293466,7628828363.114592,3821043807.0890045
2006,Washington,Per Student - Inflation Adjusted,12103.65424709443,1005.235641920959,7394.660911021711,3703.7576941517596
2007,Washington,Total - Inflation Adjusted,13016647175.769918,1010046877.2646879,7990971376.207669,4015628922.2975616
2007,Washington,Per Student - Inflation Adjusted,12685.296582280806,984.3349797415145,7787.557608567844,3913.4039939714467
2008,Washington,Total - Inflation Adjusted,13498687385.9491,1088529507.9245477,8425499042.79492,3984658835.2296343
2008,Washington,Per Student - Inflation Adjusted,13108.36284976663,1057.049194010884,8181.867519085051,3869.4339830478443
2009,Washington,Total - Inflation Adjusted,14293799170.61162,1660533068.040752,8565526353.34351,4067739749.227359
2009,Washington,Per Student - Inflation Adjusted,13795.411880235315,1602.6406239970738,8266.869852711483,3925.913389291863
2010,Washington,Total - Inflation Adjusted,14041865307.873846,1662819659.2939112,8226873448.247515,4152172200.3324194
2010,Washington,Per Student - Inflation Adjusted,13568.917676967898,1606.8172475575004,7949.781149078676,4012.3192803317193
2011,Washington,Total - Inflation Adjusted,13751921808.258629,1591656345.12958,7865596127.926501,4294669335.202548
2011,Washington,Per Student - Inflation Adjusted,13185.236198202192,1526.0653405843725,7541.470030570923,4117.689188975863
2012,Washington,Total - Inflation Adjusted,13417884136.727184,1195098620.8682792,7915478438.048634,4307307077.810272
2012,Washington,Per Student - Inflation Adjusted,12841.845120378282,1143.7974937432293,7575.664294385714,4122.394638282864
2013,Washington,Total - Inflation Adjusted,13508347074.317835,1158784757.5855365,7960310918.663502,4389251398.068797
2013,Washington,Per Student - Inflation Adjusted,12854.06064209367,1102.657858177632,7574.7520309083475,4176.650753007688
2014,Washington,Total - Inflation Adjusted,14171378879.235834,1127927774.3979504,8575821103.5239935,4467630001.31389
2014,Washington,Per Student - Inflation Adjusted,13397.377540395506,1066.3195621497175,8107.427021264824,4223.620008691896
2015,Washington,Total - Inflation Adjusted,14794406100.285112,1126643295.0024884,9015794415.605978,4651968389.676647
2015,Washington,Per Student - Inflation Adjusted,13796.130452264504,1050.6236631284892,8407.43516917761,4338.071619958406
2016,Washington,Total - Inflation Adjusted,16040565202.713535,1185362340.348648,9946952651.930616,4908250210.434273
2016,Washington,Per Student - Inflation Adjusted,14797.93705097592,1093.5361852355124,9176.384628196167,4528.0162375442405
2017,Washington,Total - Inflation Adjusted,16587638957.776182,1132299345.6328382,10413535042.329073,5041804569.81427
2017,Washington,Per Student - Inflation Adjusted,15104.56898569424,1031.0621772408983,9482.48343672612,4591.023371727222
2018,Washington,Total - Inflation Adjusted,17631768672.264503,1091762814.6376014,11304393442.29068,5235612415.336223
2018,Washington,Per Student - Inflation Adjusted,15946.697817679335,987.4245339064165,10224.03379776449,4735.239486008426
2019,Washington,Total - Inflation Adjusted,19676592645.857162,1083898982.7447126,13609759578.82642,4982934084.286031
2019,Washington,Per Student - Inflation Adjusted,17517.95970685579,964.9893163146634,12116.689197387997,4436.281193153128
2020,Washington,Total - Inflation Adjusted,20095266000,1168659000,14181651000,4744956000
2020,Washington,Per Student - Inflation Adjusted,17685.06,1028.49,12480.72,4175.85
2002,West Virginia,Total - Inflation Adjusted,3484699472.0786333,372576668.6117723,2095282222.2918084,1016840581.175053
2002,West Virginia,Per Student - Inflation Adjusted,12350.738158222497,1320.5095474797922,7426.263364054955,3603.9652466877515
2003,West Virginia,Total - Inflation Adjusted,3528501122.754839,377901656.2897988,2147355129.5799081,1003244336.8851321
2003,West Virginia,Per Student - Inflation Adjusted,12530.589910652952,1342.0192478665472,7625.794607216914,3562.776055569489
2004,West Virginia,Total - Inflation Adjusted,3563969351.106697,401930237.5215027,2138435247.0731087,1023603866.5120858
2004,West Virginia,Per Student - Inflation Adjusted,12703.009359307393,1432.5897801159877,7621.996384255944,3648.4231949354626
2005,West Virginia,Total - Inflation Adjusted,3614322465.6324983,441750866.5479916,2157270257.437402,1015301341.6471047
2005,West Virginia,Per Student - Inflation Adjusted,12933.424578768909,1580.7578576682315,7719.537979799165,3633.128741301513
2006,West Virginia,Total - Inflation Adjusted,3629711249.463458,448261745.59740925,2133353103.3383563,1048096400.5276928
2006,West Virginia,Per Student - Inflation Adjusted,12973.077293025912,1602.154115133891,7624.890547890939,3746.032630001083
2007,West Virginia,Total - Inflation Adjusted,3652225112.7677445,445658185.1642725,2114040054.3476129,1092526873.2558594
2007,West Virginia,Per Student - Inflation Adjusted,12983.468378843478,1584.2960612678335,7515.300641804498,3883.871675771145
2008,West Virginia,Total - Inflation Adjusted,3604265024.2802944,389558857.9427353,2094151862.1955364,1120554304.1420228
2008,West Virginia,Per Student - Inflation Adjusted,12793.097872961582,1382.7176719780425,7433.058507870221,3977.3338467361727
2009,West Virginia,Total - Inflation Adjusted,3711399356.8645177,425884198.6671057,2150146778.3586807,1135368379.8387313
2009,West Virginia,Per Student - Inflation Adjusted,13165.284251261115,1510.7217913909237,7627.117654356303,4027.4448055138873
2010,West Virginia,Total - Inflation Adjusted,3769621985.6073837,609819072.899659,1991305660.3659024,1168497252.3418224
2010,West Virginia,Per Student - Inflation Adjusted,13375.608233099016,2163.8029159972875,7065.6755946887315,4146.141591354107
2011,West Virginia,Total - Inflation Adjusted,4032096995.5501933,593839557.3949069,2243501212.3691916,1194756225.786095
2011,West Virginia,Per Student - Inflation Adjusted,14291.632697270534,2104.8382512175863,7952.014624395645,4234.7681835862695
2012,West Virginia,Total - Inflation Adjusted,4475424404.534537,488672772.8786856,2277054372.4299994,1709697259.225852
2012,West Virginia,Per Student - Inflation Adjusted,15865.349830083911,1732.3443749821467,8072.146144620935,6060.859310480831
2013,West Virginia,Total - Inflation Adjusted,3863704373.565371,426031852.5995897,2254208827.9749784,1183463692.9908028
2013,West Virginia,Per Student - Inflation Adjusted,13686.035186862935,1509.0886586840772,7984.874220203111,4192.072307975747
2014,West Virginia,Total - Inflation Adjusted,3834652479.1405125,385332697.580525,2226825065.500938,1222494716.0590496
2014,West Virginia,Per Student - Inflation Adjusted,13682.241073677915,1374.8861412661865,7945.42518791305,4361.929744498678
2015,West Virginia,Total - Inflation Adjusted,3766841678.373146,394554847.07079566,2151779966.6404185,1220506864.6619322
2015,West Virginia,Per Student - Inflation Adjusted,13473.939485451963,1411.317966910902,7696.884457422768,4365.737061118293
2016,West Virginia,Total - Inflation Adjusted,3647503903.24721,386668952.5254624,2011875487.421364,1248959463.3003836
2016,West Virginia,Per Student - Inflation Adjusted,13179.116901306388,1397.1108580182186,7269.280846461783,4512.725196826387
2017,West Virginia,Total - Inflation Adjusted,3685449357.4743667,428149056.7695569,1984653690.870422,1272646609.8343878
2017,West Virginia,Per Student - Inflation Adjusted,13491.408727453032,1567.34045555515,7265.269333633881,4658.809539791695
2018,West Virginia,Total - Inflation Adjusted,3569613202.0521374,379305229.63428664,1969395287.5995185,1220912684.818332
2018,West Virginia,Per Student - Inflation Adjusted,13110.752843562788,1393.140160801833,7233.35077059946,4484.261912161494
2019,West Virginia,Total - Inflation Adjusted,3597002679.6393266,408688868.48069704,1989377593.9249496,1198936217.2336802
2019,West Virginia,Per Student - Inflation Adjusted,13422.852770631358,1525.0900705210288,7423.7120894416175,4474.040452137912
2020,West Virginia,Total - Inflation Adjusted,3731715000,431832000,2051717000,1248166000
2020,West Virginia,Per Student - Inflation Adjusted,14162.86,1638.92,7786.82,4737.12
2002,Wisconsin,Total - Inflation Adjusted,12337749374.017725,650029806.4298353,6761243388.77245,4926476178.815438
2002,Wisconsin,Per Student - Inflation Adjusted,14090.758721507806,742.3895203288326,7721.908019762037,5626.446741412264
2003,Wisconsin,Total - Inflation Adjusted,12478953570.755306,748843490.697205,6835642892.326549,4894467187.731551
2003,Wisconsin,Per Student - Inflation Adjusted,14248.90013739437,855.0577760871251,7805.173207742405,5588.669153564841
2004,Wisconsin,Total - Inflation Adjusted,12531414321.668636,761317678.9152944,6541464657.879185,5228631984.874155
2004,Wisconsin,Per Student - Inflation Adjusted,14327.639602073634,870.4442709256156,7479.099590243873,5978.095740904149
2005,Wisconsin,Total - Inflation Adjusted,12682385693.785862,758360080.2712572,6402011615.010432,5522013998.504173
2005,Wisconsin,Per Student - Inflation Adjusted,14759.269288836724,882.5515551773605,7450.414847000521,6426.302886658842
2006,Wisconsin,Total - Inflation Adjusted,12549708488.394047,751107540.2461176,6552100360.271083,5246500587.876847
2006,Wisconsin,Per Student - Inflation Adjusted,14431.659570350326,863.7458673331802,7534.65056552429,6033.263137492855
2007,Wisconsin,Total - Inflation Adjusted,12652213579.472298,723611120.598005,6523309695.321685,5405292763.5526085
2007,Wisconsin,Per Student - Inflation Adjusted,14533.013863381377,831.1778314479303,7493.028509384552,6208.807522548894
2008,Wisconsin,Total - Inflation Adjusted,12672834128.744967,764976975.6960846,6346074940.772566,5561782212.276318
2008,Wisconsin,Per Student - Inflation Adjusted,14601.228805660794,881.380729294609,7311.741044552257,6408.107031813929
2009,Wisconsin,Total - Inflation Adjusted,12922269267.985657,1508431311.678962,5735272504.090642,5678565452.216053
2009,Wisconsin,Per Student - Inflation Adjusted,14903.975294988584,1739.7577768220003,6614.811919177944,6549.405598988641
2010,Wisconsin,Total - Inflation Adjusted,13114453548.053534,1323792851.6215675,5877403499.562483,5913257196.869483
2010,Wisconsin,Per Student - Inflation Adjusted,15163.011419654798,1530.5711698627938,6795.49101924628,6836.937361604612
2011,Wisconsin,Total - Inflation Adjusted,13274198776.999548,1167192618.3471994,6083166194.779754,6023839963.872595
2011,Wisconsin,Per Student - Inflation Adjusted,15359.192953295644,1350.5283151660065,7038.658809582055,6970.017466618617
2012,Wisconsin,Total - Inflation Adjusted,12280779814.831455,1025808858.4673493,5411470140.424119,5843500815.939986
2012,Wisconsin,Per Student - Inflation Adjusted,14225.160934373673,1188.2188994675976,6268.257189485109,6768.684845420966
2013,Wisconsin,Total - Inflation Adjusted,12010239185.414907,919991930.0887694,6211999141.078718,4878248114.247421
2013,Wisconsin,Per Student - Inflation Adjusted,13904.97234538929,1065.1324450433854,7192.003935579962,5647.835964765944
2014,Wisconsin,Total - Inflation Adjusted,12044510598.10459,909329855.5336632,6251012135.343568,4884168607.22736
2014,Wisconsin,Per Student - Inflation Adjusted,13922.369897825003,1051.101440344016,7225.608026503367,5645.660430977619
2015,Wisconsin,Total - Inflation Adjusted,12263093240.65596,885277811.3554146,6380188821.583081,4997626607.717465
2015,Wisconsin,Per Student - Inflation Adjusted,14229.418004009876,1027.2303313500693,7403.21770184934,5798.969970810465
2016,Wisconsin,Total - Inflation Adjusted,12230456847.618,845121566.1157995,6464960226.069335,4920375055.432865
2016,Wisconsin,Per Student - Inflation Adjusted,14259.00345697455,985.2894393627946,7537.241216781576,5736.472800830179
2017,Wisconsin,Total - Inflation Adjusted,12389017351.5929,850877552.4300483,6569801695.95058,4968338103.212272
2017,Wisconsin,Per Student - Inflation Adjusted,14474.435382720187,994.105251705592,7675.686275185321,5804.643855829274
2018,Wisconsin,Total - Inflation Adjusted,12330326226.60061,825909692.3647339,6695025337.292927,4809391196.942951
2018,Wisconsin,Per Student - Inflation Adjusted,14473.15068814318,969.4353539252371,7858.513656458369,5645.191309356127
2019,Wisconsin,Total - Inflation Adjusted,12590377425.19453,833334757.1425345,6931940660.957435,4825102007.094562
2019,Wisconsin,Per Student - Inflation Adjusted,14812.976600939355,980.440441661948,8155.644392135372,5676.881608611234
2020,Wisconsin,Total - Inflation Adjusted,12699933000,823625000,6971026000,4905282000
2020,Wisconsin,Per Student - Inflation Adjusted,15014.71,973.74,8241.61,5799.35
2002,Wyoming,Total - Inflation Adjusted,1309900476.045388,109019147.29204504,640450307.3287276,560431021.4246153
2002,Wyoming,Per Student - Inflation Adjusted,14902.67686434468,1240.3097615172478,7286.368598767751,6375.998504059681
2003,Wyoming,Total - Inflation Adjusted,1357309380.3089452,119116659.20843591,691177000.6180629,547015720.4824464
2003,Wyoming,Per Student - Inflation Adjusted,15788.905548553585,1385.6205680635906,8040.120179082856,6363.164801407136
2004,Wyoming,Total - Inflation Adjusted,1344501654.8568487,132701729.13987403,701081779.6961592,510718146.02081543
2004,Wyoming,Per Student - Inflation Adjusted,15467.371823793017,1526.6193818253917,8065.367659708119,5875.384782259504
2005,Wyoming,Total - Inflation Adjusted,1517078490.3508086,142907832.60824203,786163520.8646321,588007136.8779342
2005,Wyoming,Per Student - Inflation Adjusted,18029.11602336985,1698.3356648017734,9342.852534924361,6987.941244235785
2006,Wyoming,Total - Inflation Adjusted,1485059396.8282058,149930536.48097336,655886124.6310247,679242735.7162077
2006,Wyoming,Per Student - Inflation Adjusted,17237.065178651686,1740.2427553905677,7612.863723069933,7883.958700191183
2007,Wyoming,Total - Inflation Adjusted,1859782298.164733,139974113.03720504,910502923.7918396,809305261.3356881
2007,Wyoming,Per Student - Inflation Adjusted,21871.044969048857,1646.0958718252725,10707.513577104726,9517.435520118855
2008,Wyoming,Total - Inflation Adjusted,1945053647.7603407,121787808.52237296,1028486964.9442092,794778874.2937585
2008,Wyoming,Per Student - Inflation Adjusted,22619.265488688325,1416.2859782978398,11960.40455681582,9242.58710719752
2009,Wyoming,Total - Inflation Adjusted,2005422260.4202948,129845389.13446438,1133571713.649181,742005157.6366494
2009,Wyoming,Per Student - Inflation Adjusted,23058.51455711657,1492.970873267347,13033.908279922478,8531.635403926748
2010,Wyoming,Total - Inflation Adjusted,2035754844.825223,147106029.91340798,1045554012.7414411,843094802.1703739
2010,Wyoming,Per Student - Inflation Adjusted,23156.4702720206,1673.3189246003772,11893.058798969842,9590.104417391494
2011,Wyoming,Total - Inflation Adjusted,1916633185.4778059,180337729.72023413,1022962004.0125306,713333451.745041
2011,Wyoming,Per Student - Inflation Adjusted,21739.160218448294,2045.460812797875,11602.807679596131,8090.89172605429
2012,Wyoming,Total - Inflation Adjusted,1876843397.6702178,163629962.01772326,963156473.682013,750056961.9704815
2012,Wyoming,Per Student - Inflation Adjusted,20855.211196696597,1818.2363116805495,10702.449620353014,8334.525264663034
2013,Wyoming,Total - Inflation Adjusted,1882583821.0316286,126197686.40444826,979679018.3220326,776707116.3051478
2013,Wyoming,Per Student - Inflation Adjusted,20567.27310848669,1378.7114751545435,10703.015012111222,8485.546621220925
2014,Wyoming,Total - Inflation Adjusted,1938971554.4738262,123397071.26610179,1056743093.7011944,758831389.5065299
2014,Wyoming,Per Student - Inflation Adjusted,20909.414705518127,1330.6878982952392,11395.669005070447,8183.05780215244
2015,Wyoming,Total - Inflation Adjusted,2131458640.234016,130761332.69638172,1214145443.7712579,786551863.7663765
2015,Wyoming,Per Student - Inflation Adjusted,22707.21796714739,1393.0446440858443,12934.740580771115,8379.43274229043
2016,Wyoming,Total - Inflation Adjusted,2205060940.829642,132837676.60908593,1269824822.6754098,802398441.54514575
2016,Wyoming,Per Student - Inflation Adjusted,23331.266464689397,1405.5230901645518,13435.73857617862,8490.004798346225
2017,Wyoming,Total - Inflation Adjusted,2046155273.3189075,124893417.28450534,1210224814.7822123,711037041.2521899
2017,Wyoming,Per Student - Inflation Adjusted,21784.99444265551,1329.7178138602674,12885.011944982007,7570.264683813235
2018,Wyoming,Total - Inflation Adjusted,1887128227.286741,120057817.19773586,1073372377.443009,693698032.6459961
2018,Wyoming,Per Student - Inflation Adjusted,20151.51052012743,1282.0219810564156,11461.896748538577,7407.581422128992
2019,Wyoming,Total - Inflation Adjusted,1823670623.6570728,134153557.74900724,979844135.9039692,709672930.0040963
2019,Wyoming,Per Student - Inflation Adjusted,19455.811200855358,1431.215087395285,10453.453266513434,7571.13268841584
2020,Wyoming,Total - Inflation Adjusted,1826645000,138196000,962605000,725844000
2020,Wyoming,Per Student - Inflation Adjusted,19384.14,1466.52,10215.05,7702.57
2002,United States,Total,419797506000,32703469000,207374637000,179719400000
2002,United States,Per Student,8899.99,693.34,4396.48,3810.17
2002,Alabama,Total,5126856000,508425000,3010983000,1607448000
2002,Alabama,Per Student,7058.22,699.96,4145.26,2213
2002,Alaska,Total,1377767000,249222000,773418000,355127000
2002,Alaska,Per Student,10358.37,1873.71,5814.74,2669.93
2002,Arizona,Total,6162807000,619869000,2825228000,2717710000
2002,Arizona,Per Student,7169.95,721.17,3286.93,3161.84
2002,Arkansas,Total,3135823000,331069000,2334551000,470203000
2002,Arkansas,Per Student,6981.51,737.08,5197.58,1046.85
2002,California,Total,53033838000,5084409000,31005317000,16944112000
2002,California,Per Student,8636.68,828.01,5049.28,2759.39
2002,Colorado,Total,5816321000,338856000,2460333000,3017132000
2002,Colorado,Per Student,7840.51,456.78,3316.58,4067.15
2002,Connecticut,Total,6528727000,288620000,2490036000,3750071000
2002,Connecticut,Per Student,11882.3,525.29,4531.87,6825.14
2002,Delaware,Total,1148504000,86532000,764350000,297622000
2002,Delaware,Per Student,10316.12,777.25,6865.56,2673.31
2002,District of Columbia,Total,1138126000,141514000,0,996612000
2002,District of Columbia,Per Student,16627.36,2067.44,0,14559.92
2002,Florida,Total,18538739000,1762460000,8542871000,8233408000
2002,Florida,Per Student,7414.96,704.93,3416.9,3293.13
2002,Georgia,Total,13038876000,904826000,6361710000,5772340000
2002,Georgia,Per Student,8866.16,615.26,4325.83,3925.07
2002,Hawaii,Total,1889600000,170152000,1684226000,35222000
2002,Hawaii,Per Student,10239.18,922,9126.32,190.86
2002,Idaho,Total,1624222000,138930000,988386000,496906000
2002,Idaho,Per Student,6591.41,563.8,4011.06,2016.54
2002,Illinois,Total,18562363000,1438287000,6808150000,10315926000
2002,Illinois,Per Student,9039.84,700.44,3315.56,5023.84
2002,Indiana,Total,9034867000,523331000,4446730000,4064806000
2002,Indiana,Per Student,9083.4,526.14,4470.62,4086.64
2002,Iowa,Total,4043822000,273857000,1951680000,1818285000
2002,Iowa,Per Student,8321.79,563.57,4016.36,3741.85
2002,Kansas,Total,3815283000,282329000,2281992000,1250962000
2002,Kansas,Per Student,8114.62,600.48,4853.51,2660.64
2002,Kentucky,Total,4619640000,486226000,2743882000,1389532000
2002,Kentucky,Per Student,7059.75,743.05,4193.21,2123.49
2002,Louisiana,Total,5227536000,667687000,2536111000,2023738000
2002,Louisiana,Per Student,7210.13,920.91,3497.95,2791.26
2002,Maine,Total,1960101000,141528000,853761000,964812000
2002,Maine,Per Student,9363.38,676.08,4078.4,4608.89
2002,Maryland,Total,8424902000,527311000,3133775000,4763816000
2002,Maryland,Per Student,9789.11,612.7,3641.21,5535.2
2002,Massachusetts,Total,11127420000,600037000,4681737000,5845646000
2002,Massachusetts,Per Student,11602.9,625.68,4881.79,6095.43
2002,Michigan,Total,17389213000,1254550000,11203813000,4930850000
2002,Michigan,Per Student,10054.32,725.37,6477.96,2850.98
2002,Minnesota,Total,7811595000,409915000,4771002000,2630678000
2002,Minnesota,Per Student,9294.59,487.74,5676.76,3130.1
2002,Mississippi,Total,3026191000,438583000,1639832000,947776000
2002,Mississippi,Per Student,6148.32,891.07,3331.65,1925.6
2002,Missouri,Total,7396980000,544538000,3347137000,3505305000
2002,Missouri,Per Student,8103.93,596.58,3667.03,3840.31
2002,Montana,Total,1161357000,151981000,554360000,455016000
2002,Montana,Per Student,7653.04,1001.52,3653.09,2998.44
2002,Nebraska,Total,2472198000,199359000,879775000,1393064000
2002,Nebraska,Per Student,8687.39,700.55,3091.56,4895.28
2002,Nevada,Total,2587653000,152525000,1582993000,852135000
2002,Nevada,Per Student,7252.11,427.46,4436.47,2388.18
2002,New Hampshire,Total,1819692000,85440000,943592000,790660000
2002,New Hampshire,Per Student,8960.82,420.74,4646.59,3893.5
2002,New Jersey,Total,17470524000,720470000,7336383000,9413671000
2002,New Jersey,Per Student,13136.1,541.72,5516.23,7078.15
2002,New Mexico,Total,2536677000,352892000,1832491000,351294000
2002,New Mexico,Per Student,7920.68,1101.89,5721.89,1096.9
2002,New York,Total,35583142000,2206496000,17337735000,16038911000
2002,New York,Per Student,12502.56,775.28,6091.82,5635.46
2002,North Carolina,Total,9699590000,777970000,5929203000,2992417000
2002,North Carolina,Per Student,7483.35,600.21,4574.45,2308.69
2002,North Dakota,Total,806397000,111063000,303280000,392054000
