Year,State,Format,Total Salary,Total Benefits
2002,Nevada,Per Student - Inflation Adjusted,5679.9902787455585,1622.6955253044534
2002,Nevada,Percent,0.7777946951511293,0.22220530484887072
2003,Nevada,Total - Inflation Adjusted,2034448055.6684914,615566998.9866703
2003,Nevada,Per Student - Inflation Adjusted,5505.973584182696,1665.9490820070566
2003,Nevada,Percent,0.7677123472258339,0.23228765277416608
2004,Nevada,Total - Inflation Adjusted,2111010176.9714787,688562931.2239399
2004,Nevada,Per Student - Inflation Adjusted,5477.25885911472,1786.5486086618987
2004,Nevada,Percent,0.754047912670138,0.245952087329862
2005,Nevada,Total - Inflation Adjusted,2195775278.148148,753437407.0996349
2005,Nevada,Per Student - Inflation Adjusted,5488.29744504434,1883.2043205790296
2005,Nevada,Percent,0.7445290823423174,0.2554709176576826
2006,Nevada,Total - Inflation Adjusted,2315890560.3609276,780878457.9025041
2006,Nevada,Per Student - Inflation Adjusted,5610.9146731603205,1891.9100688322521
2006,Nevada,Percent,0.7478402956364664,0.2521597043635336
2007,Nevada,Total - Inflation Adjusted,2539014272.7313924,856965355.906316
2007,Nevada,Per Student - Inflation Adjusted,6005.497111720525,2026.96572204231
2007,Nevada,Percent,0.7476532709840413,0.2523467290159587
2008,Nevada,Total - Inflation Adjusted,2624690314.5077095,934454384.9310764
2008,Nevada,Per Student - Inflation Adjusted,6121.354454221858,2179.351189119159
2008,Nevada,Percent,0.737449888869692,0.262550111130308
2009,Nevada,Total - Inflation Adjusted,2651512531.3640957,990151246.9544445
2009,Nevada,Per Student - Inflation Adjusted,6152.221314870424,2297.4194699588306
2009,Nevada,Percent,0.7281044805971293,0.27189551940287077
2010,Nevada,Total - Inflation Adjusted,2626447119.1250973,959634748.0415686
2010,Nevada,Per Student - Inflation Adjusted,6196.513037157074,2264.047992617694
2010,Nevada,Percent,0.7323997800323218,0.2676002199676782
2011,Nevada,Total - Inflation Adjusted,2584941268.00329,972043115.6209351
2011,Nevada,Per Student - Inflation Adjusted,6016.952553434183,2262.6155802367994
2011,Nevada,Percent,0.7267229952447285,0.2732770047552715
2012,Nevada,Total - Inflation Adjusted,2404971966.3485727,955018390.7498674
2012,Nevada,Per Student - Inflation Adjusted,5612.190676027834,2228.611410580369
2012,Nevada,Percent,0.7157674194599614,0.28423258054003864
2013,Nevada,Total - Inflation Adjusted,2387105495.538948,944138282.5935527
2013,Nevada,Per Student - Inflation Adjusted,5528.577422165076,2186.636399595106
2013,Nevada,Percent,0.7165812315625185,0.28341876843748154
2014,Nevada,Total - Inflation Adjusted,2396826813.675321,962683057.8239831
2014,Nevada,Per Student - Inflation Adjusted,5500.278100432361,2209.1786131797653
2014,Nevada,Percent,0.7134456168254826,0.2865543831745175
2015,Nevada,Total - Inflation Adjusted,2454482287.908187,973944191.4594388
2015,Nevada,Per Student - Inflation Adjusted,5591.734619033608,2218.8118630523372
2015,Nevada,Percent,0.7159210475039944,0.2840789524960056
2016,Nevada,Total - Inflation Adjusted,2539017918.033027,1053703888.0661083
2016,Nevada,Per Student - Inflation Adjusted,5749.290926064707,2385.9854848939563
2016,Nevada,Percent,0.7067111964776142,0.29328880352238595
2017,Nevada,Total - Inflation Adjusted,2599406597.468508,1075837729.4492652
2017,Nevada,Per Student - Inflation Adjusted,5868.6452785076,2428.9054080517913
2017,Nevada,Percent,0.7072744114734724,0.29272558852652764
2018,Nevada,Total - Inflation Adjusted,2556578711.630728,1064201524.5938141
2018,Nevada,Per Student - Inflation Adjusted,5714.441875981082,2378.698382087723
2018,Nevada,Percent,0.7060846215143526,0.2939153784856474
2019,Nevada,Total - Inflation Adjusted,2517933062.4370856,1050563763.923467
2019,Nevada,Per Student - Inflation Adjusted,5613.543169071248,2342.150861321453
2019,Nevada,Percent,0.7056006864550267,0.2943993135449733
2020,Nevada,Total - Inflation Adjusted,2573886000,1112409000
2020,Nevada,Per Student - Inflation Adjusted,5754.36,2486.98
2020,Nevada,Percent,0.6982311129015426,0.3017688870984573
2002,New Hampshire,Total - Inflation Adjusted,1416144254.4389813,389672190.1459921
2002,New Hampshire,Per Student - Inflation Adjusted,6973.612537521306,1918.8889011891692
2002,New Hampshire,Percent,0.7842126971342461,0.21578730286575387
2003,New Hampshire,Total - Inflation Adjusted,1483934056.8708189,427314131.0549056
2003,New Hampshire,Per Student - Inflation Adjusted,7285.828642673409,2098.034491684951
2003,New Hampshire,Percent,0.7764210260054685,0.22357897399453153
2004,New Hampshire,Total - Inflation Adjusted,1528112354.037185,473855556.2063055
2004,New Hampshire,Per Student - Inflation Adjusted,7515.387109280507,2330.460503524911
2004,New Hampshire,Percent,0.7633052434719856,0.2366947565280145
2005,New Hampshire,Total - Inflation Adjusted,1558507858.073813,505287975.58946264
2005,New Hampshire,Per Student - Inflation Adjusted,7707.942588249869,2499.0081877543034
2005,New Hampshire,Percent,0.7551660390457356,0.24483396095426432
2006,New Hampshire,Total - Inflation Adjusted,1566078813.4987507,538056864.7663791
2006,New Hampshire,Per Student - Inflation Adjusted,7789.735640356931,2676.317688555888
2006,New Hampshire,Percent,0.744285873151203,0.25571412684879713
2007,New Hampshire,Total - Inflation Adjusted,1591370961.0569196,568457421.2148231
2007,New Hampshire,Per Student - Inflation Adjusted,8011.942725341968,2861.962713718449
2007,New Hampshire,Percent,0.7368045243948945,0.26319547560510537
2008,New Hampshire,Total - Inflation Adjusted,1609600288.0342867,614107978.4112166
2008,New Hampshire,Per Student - Inflation Adjusted,8226.17962800684,3138.5151046725305
2008,New Hampshire,Percent,0.7238363916940348,0.2761636083059651
2009,New Hampshire,Total - Inflation Adjusted,1647969589.055517,627826362.0736414
2009,New Hampshire,Per Student - Inflation Adjusted,8325.851802803396,3171.900892170947
2009,New Hampshire,Percent,0.7241286209297768,0.2758713790702232
2010,New Hampshire,Total - Inflation Adjusted,1673448296.0584831,670586864.4919893
2010,New Hampshire,Per Student - Inflation Adjusted,8489.010881616956,3401.7334738363134
2010,New Hampshire,Percent,0.7139175334909771,0.2860824665090229
2011,New Hampshire,Total - Inflation Adjusted,1666437934.3709946,696903986.865169
2011,New Hampshire,Per Student - Inflation Adjusted,8804.317118560508,3681.959809431765
2011,New Hampshire,Percent,0.7051194819187945,0.2948805180812055
2012,New Hampshire,Total - Inflation Adjusted,1610761551.6482933,701098444.9920566
2012,New Hampshire,Per Student - Inflation Adjusted,8443.11971668201,3674.9470554506956
2012,New Hampshire,Percent,0.6967381741201673,0.3032618258798328
2013,New Hampshire,Total - Inflation Adjusted,1597268376.1611388,689523629.0552945
2013,New Hampshire,Per Student - Inflation Adjusted,8509.551766985915,3673.476657780923
2013,New Hampshire,Percent,0.6984759019101421,0.3015240980898579
2014,New Hampshire,Total - Inflation Adjusted,1587519432.2457645,723785916.197141
2014,New Hampshire,Per Student - Inflation Adjusted,8588.330618614062,3915.611792317938
2014,New Hampshire,Percent,0.6868498219493894,0.31315017805061074
2015,New Hampshire,Total - Inflation Adjusted,1602163854.783334,717828516.413602
2015,New Hampshire,Per Student - Inflation Adjusted,8753.12817284189,3921.720318636258
2015,New Hampshire,Percent,0.6905903592241752,0.3094096407758247
2016,New Hampshire,Total - Inflation Adjusted,1612033130.5373495,754039445.3991755
2016,New Hampshire,Per Student - Inflation Adjusted,8971.586190898073,4196.526776445396
2016,New Hampshire,Percent,0.6813114538998368,0.3186885461001632
2017,New Hampshire,Total - Inflation Adjusted,1607653824.757834,756603467.4264014
2017,New Hampshire,Per Student - Inflation Adjusted,8991.304057214847,4231.536169209521
2017,New Hampshire,Percent,0.679982810292658,0.32001718970734205
2018,New Hampshire,Total - Inflation Adjusted,1603200904.124426,776290660.8270211
2018,New Hampshire,Per Student - Inflation Adjusted,9367.33409452246,4535.782508891455
2018,New Hampshire,Percent,0.6737578603219301,0.32624213967806986
2019,New Hampshire,Total - Inflation Adjusted,1600274372.8272667,775775505.7748493
2019,New Hampshire,Per Student - Inflation Adjusted,9424.739486488374,4568.890654220487
2019,New Hampshire,Percent,0.673502114299196,0.32649788570080396
2020,New Hampshire,Total - Inflation Adjusted,1611635000,780897000
2020,New Hampshire,Per Student - Inflation Adjusted,9574.54,4639.22
2020,New Hampshire,Percent,0.6736106420820388,0.32638935791796114
2002,New Jersey,Total - Inflation Adjusted,14236995536.84808,3562817009.3671055
2002,New Jersey,Per Student - Inflation Adjusted,10704.808665396666,2678.880787216299
2002,New Jersey,Percent,0.7998398874464853,0.2001601125535147
2003,New Jersey,Total - Inflation Adjusted,14635557379.59671,4327737623.41536
2003,New Jersey,Per Student - Inflation Adjusted,10801.767894466748,3194.0863437931284
2003,New Jersey,Percent,0.7717833946096989,0.2282166053903012
2004,New Jersey,Total - Inflation Adjusted,15057452802.556744,4872414344.6670685
2004,New Jersey,Per Student - Inflation Adjusted,11007.338522130001,3561.844630468247
2004,New Jersey,Percent,0.7555220088071284,0.24447799119287153
2005,New Jersey,Total - Inflation Adjusted,15474420430.876368,5191307794.869588
2005,New Jersey,Per Student - Inflation Adjusted,11249.08659149713,3773.8033873891495
2005,New Jersey,Percent,0.7487964437805914,0.2512035562194086
2006,New Jersey,Total - Inflation Adjusted,15658082746.006266,5559451501.789142
2006,New Jersey,Per Student - Inflation Adjusted,11345.45993265271,4028.2362549946397
2006,New Jersey,Percent,0.7379786743651603,0.2620213256348397
2007,New Jersey,Total - Inflation Adjusted,15781987656.612545,6486531056.27915
2007,New Jersey,Per Student - Inflation Adjusted,11496.64283257476,4725.221330005095
2007,New Jersey,Percent,0.7087128037414403,0.29128719625855976
2008,New Jersey,Total - Inflation Adjusted,15770109560.35293,6524278651.215962
2008,New Jersey,Per Student - Inflation Adjusted,11596.099711799192,4797.448163229153
2008,New Jersey,Percent,0.707357540917856,0.2926424590821441
2009,New Jersey,Total - Inflation Adjusted,16127418672.563627,5816025397.923041
2009,New Jersey,Per Student - Inflation Adjusted,11866.410858137724,4279.373602299475
2009,New Jersey,Percent,0.734954122991953,0.26504587700804705
2010,New Jersey,Total - Inflation Adjusted,16651668610.879501,6233160766.624375
2010,New Jersey,Per Student - Inflation Adjusted,12158.09225397028,4551.097993107795
2010,New Jersey,Percent,0.7276290516888666,0.2723709483111333
2011,New Jersey,Total - Inflation Adjusted,15632365248.046522,6203634195.675503
2011,New Jersey,Per Student - Inflation Adjusted,11170.68610207283,4433.034361735661
2011,New Jersey,Percent,0.7158988862933229,0.2841011137066771
2012,New Jersey,Total - Inflation Adjusted,15368423652.731113,6354977858.440981
2012,New Jersey,Per Student - Inflation Adjusted,11552.595505320725,4777.1044277169985
2012,New Jersey,Percent,0.7074591420965357,0.29254085790346424
2013,New Jersey,Total - Inflation Adjusted,15347497036.425724,7606701445.616869
2013,New Jersey,Per Student - Inflation Adjusted,11464.842051261538,5682.337107567593
2013,New Jersey,Percent,0.6686138836636729,0.3313861163363271
2014,New Jersey,Total - Inflation Adjusted,15319926661.266056,6492199659.043613
2014,New Jersey,Per Student - Inflation Adjusted,11472.591684068188,4861.795778515163
2014,New Jersey,Percent,0.7023582433285656,0.29764175667143444
2015,New Jersey,Total - Inflation Adjusted,15369329840.261778,6763845985.053567
2015,New Jersey,Per Student - Inflation Adjusted,11476.244612039422,5050.546411511008
2015,New Jersey,Percent,0.6944024762996001,0.30559752370039983
2016,New Jersey,Total - Inflation Adjusted,15459530492.577494,7240123121.149439
2016,New Jersey,Per Student - Inflation Adjusted,11330.034843990808,5306.163909216446
2016,New Jersey,Percent,0.6810470956778223,0.31895290432217777
2017,New Jersey,Total - Inflation Adjusted,15403025313.592993,7552407470.56835
2017,New Jersey,Per Student - Inflation Adjusted,11320.046231629929,5550.440424823658
2017,New Jersey,Percent,0.670997017581564,0.32900298241843595
2018,New Jersey,Total - Inflation Adjusted,15031113877.579025,7814226057.973291
2018,New Jersey,Per Student - Inflation Adjusted,11100.682309239253,5770.908201155436
2018,New Jersey,Percent,0.6579511458863381,0.34204885411366187
2019,New Jersey,Total - Inflation Adjusted,15056686865.810558,8253995223.931736
2019,New Jersey,Per Student - Inflation Adjusted,11193.817149771452,6136.392590832846
2019,New Jersey,Percent,0.6459135415738557,0.3540864584261444
2020,New Jersey,Total - Inflation Adjusted,15103865000,8417891000
2020,New Jersey,Per Student - Inflation Adjusted,11183.47,6232.92
2020,New Jersey,Percent,0.6421233102841634,0.35787668971583664
2002,New Mexico,Total - Inflation Adjusted,1968369021.20704,505605211.6762197
2002,New Mexico,Per Student - Inflation Adjusted,6146.1569496546,1578.7401510750717
2002,New Mexico,Percent,0.795629620629387,0.20437037937061303
2003,New Mexico,Total - Inflation Adjusted,2007654295.5836976,532002511.5254217
2003,New Mexico,Per Student - Inflation Adjusted,6268.742370144388,1661.1311785115315
2003,New Mexico,Percent,0.7905223622647695,0.20947763773523054
2004,New Mexico,Total - Inflation Adjusted,2046520689.3304112,572304632.1389521
2004,New Mexico,Per Student - Inflation Adjusted,6334.681094637474,1771.4806483762109
2004,New Mexico,Percent,0.7814649269855779,0.21853507301442213
2005,New Mexico,Total - Inflation Adjusted,2071289892.275691,587247531.3667188
2005,New Mexico,Per Student - Inflation Adjusted,6351.657553560251,1800.8153058555033
2005,New Mexico,Percent,0.7791080894215257,0.2208919105784743
2006,New Mexico,Total - Inflation Adjusted,2130925753.8556647,619285780.9660643
2006,New Mexico,Per Student - Inflation Adjusted,6521.3582441802255,1895.2206786754539
2006,New Mexico,Percent,0.774822918427239,0.22517708157276098
2007,New Mexico,Total - Inflation Adjusted,2171130827.739182,635606576.9895939
2007,New Mexico,Per Student - Inflation Adjusted,6623.01624670524,1938.910760477091
2007,New Mexico,Percent,0.7735427131239732,0.22645728687602684
2008,New Mexico,Total - Inflation Adjusted,2201315216.338977,669246534.5703974
2008,New Mexico,Per Student - Inflation Adjusted,6690.01031388768,2033.9087844381245
2008,New Mexico,Percent,0.7668583624499167,0.23314163755008332
2009,New Mexico,Total - Inflation Adjusted,2253418527.6742516,711237698.6067904
2009,New Mexico,Per Student - Inflation Adjusted,6854.778922386672,2163.5504594779213
2009,New Mexico,Percent,0.7600940963823396,0.2399059036176603
2010,New Mexico,Total - Inflation Adjusted,2233941236.5964622,705841180.2729024
2010,New Mexico,Per Student - Inflation Adjusted,6740.193622611843,2129.644103480886
2010,New Mexico,Percent,0.7599004435880451,0.24009955641195474
2011,New Mexico,Total - Inflation Adjusted,2113707625.1532314,665783784.9180293
2011,New Mexico,Per Student - Inflation Adjusted,6378.640525054681,2009.161669240235
2011,New Mexico,Percent,0.7604662553193261,0.23953374468067393
2012,New Mexico,Total - Inflation Adjusted,2011337711.2909708,612432007.666329
2012,New Mexico,Per Student - Inflation Adjusted,6119.25497364356,1863.2456311482792
2012,New Mexico,Percent,0.7665837156304397,0.23341628436956033
2013,New Mexico,Total - Inflation Adjusted,1959621548.4340744,631897936.8502061
2013,New Mexico,Per Student - Inflation Adjusted,5988.900275252763,1931.1745056180837
2013,New Mexico,Percent,0.7561671374262273,0.24383286257377265
2014,New Mexico,Total - Inflation Adjusted,2193761232.513011,681201451.0349419
2014,New Mexico,Per Student - Inflation Adjusted,6716.206032707913,2085.495791568967
2014,New Mexico,Percent,0.7630576639375869,0.23694233606241308
2015,New Mexico,Total - Inflation Adjusted,1998403630.4905865,702264124.0156736
2015,New Mexico,Per Student - Inflation Adjusted,6124.498183373926,2152.2191351366305
2015,New Mexico,Percent,0.7399670603316032,0.2600329396683968
2016,New Mexico,Total - Inflation Adjusted,1987536167.7363563,698247664.4183897
2016,New Mexico,Per Student - Inflation Adjusted,6213.745489111954,2182.9688425947647
2016,New Mexico,Percent,0.740021065817175,0.25997893418282503
2017,New Mexico,Total - Inflation Adjusted,1942133083.602204,696473722.6612976
2017,New Mexico,Per Student - Inflation Adjusted,6078.173871817927,2179.705898116933
2017,New Mexico,Percent,0.736045333809198,0.26395466619080205
2018,New Mexico,Total - Inflation Adjusted,1870310676.895114,671459880.9320863
2018,New Mexico,Per Student - Inflation Adjusted,5879.776437352774,2110.9032578491647
2018,New Mexico,Percent,0.7358293238663199,0.26417067613368006
2019,New Mexico,Total - Inflation Adjusted,1939502255.2546253,684437107.7899448
2019,New Mexico,Per Student - Inflation Adjusted,6082.897767638368,2146.609301946121
2019,New Mexico,Percent,0.739157001288717,0.26084299871128297
2020,New Mexico,Total - Inflation Adjusted,2098071000,731344000
2020,New Mexico,Per Student - Inflation Adjusted,6652.69,2318.99
2020,New Mexico,Percent,0.7415210974979044,0.25847890250209543
2002,New York,Total - Inflation Adjusted,31194366658.345295,8335232778.30959
2002,New York,Per Student - Inflation Adjusted,10960.512268173898,2928.6784280816314
2002,New York,Percent,0.7891397351991725,0.21086026480082756
2003,New York,Total - Inflation Adjusted,31906695883.610962,9207462874.175558
2003,New York,Per Student - Inflation Adjusted,11081.686674681856,3197.8869773423844
2003,New York,Percent,0.7760516486506542,0.2239483513493457
2004,New York,Total - Inflation Adjusted,31534648912.299667,10264605582.488174
2004,New York,Per Student - Inflation Adjusted,11164.750323756727,3634.1570160227743
2004,New York,Percent,0.7544307202833718,0.24556927971662817
2005,New York,Total - Inflation Adjusted,32028375841.169792,11663157486.898802
2005,New York,Per Student - Inflation Adjusted,11558.820435902451,4209.153973578508
2005,New York,Percent,0.7330567729075188,0.2669432270924812
2006,New York,Total - Inflation Adjusted,32411498863.53344,12300795890.429218
2006,New York,Per Student - Inflation Adjusted,11627.999791458466,4413.055853057754
2006,New York,Percent,0.724889935497082,0.275110064502918
2007,New York,Total - Inflation Adjusted,33135874859.362747,13211105453.831718
2007,New York,Per Student - Inflation Adjusted,12027.644753676903,4795.365312414262
2007,New York,Percent,0.7149520036203327,0.2850479963796674
2008,New York,Total - Inflation Adjusted,33594355179.65812,13759233106.583395
2008,New York,Per Student - Inflation Adjusted,12316.663703503806,5044.531315829255
2008,New York,Percent,0.7094364005351146,0.2905635994648854
2009,New York,Total - Inflation Adjusted,34601083226.40277,14364970643.817425
2009,New York,Per Student - Inflation Adjusted,12830.138287337111,5326.557913939419
2009,New York,Percent,0.7066339682675901,0.29336603173241005
2010,New York,Total - Inflation Adjusted,34881455369.71099,14912499614.103222
2010,New York,Per Student - Inflation Adjusted,12930.95022333026,5528.232307922881
2010,New York,Percent,0.7005158652847675,0.29948413471523244
2011,New York,Total - Inflation Adjusted,33686488551.081444,15657889865.440115
2011,New York,Per Student - Inflation Adjusted,12581.732386619962,5848.142333073949
2011,New York,Percent,0.6826813843273333,0.3173186156726667
2012,New York,Total - Inflation Adjusted,32790534026.532215,16134699119.794903
2012,New York,Per Student - Inflation Adjusted,12410.486023253872,6106.626134194815
2012,New York,Percent,0.6702171438898822,0.3297828561101179
2013,New York,Total - Inflation Adjusted,32292855072.574085,16537068198.878643
2013,New York,Per Student - Inflation Adjusted,12279.560465309514,6288.32527546173
2013,New York,Percent,0.6613332630729268,0.3386667369270733
2014,New York,Total - Inflation Adjusted,32823172076.931255,17148535082.610247
2014,New York,Per Student - Inflation Adjusted,12531.214599002504,6546.956431992561
2014,New York,Percent,0.6568352164703762,0.3431647835296238
2015,New York,Total - Inflation Adjusted,32979301696.399975,17896359720.00213
2015,New York,Per Student - Inflation Adjusted,12532.35788137056,6800.741573989039
2015,New York,Percent,0.648233249423247,0.351766750576753
2016,New York,Total - Inflation Adjusted,34421158537.85843,18078174129.42208
2016,New York,Per Student - Inflation Adjusted,13285.171499392576,6977.444423156695
2016,New York,Percent,0.6556493766734315,0.3443506233265686
2017,New York,Total - Inflation Adjusted,34692113753.334236,18229768950.589333
2017,New York,Per Student - Inflation Adjusted,13352.465105517944,7016.356064946714
2017,New York,Percent,0.6555345051032889,0.3444654948967111
2018,New York,Total - Inflation Adjusted,34128640934.710022,18268834485.28099
2018,New York,Per Student - Inflation Adjusted,13214.48872005368,7073.625515492793
2018,New York,Percent,0.6513413995323819,0.3486586004676181
2019,New York,Total - Inflation Adjusted,34627261020.82328,18353437913.997192
2019,New York,Per Student - Inflation Adjusted,13573.940599224497,7194.576268709632
2019,New York,Percent,0.6535825685358492,0.3464174314641508
2020,New York,Total - Inflation Adjusted,34844495000,17893414000
2020,New York,Per Student - Inflation Adjusted,13764.8,7068.53
2020,New York,Percent,0.660710505713681,0.3392894942863191
2002,North Carolina,Total - Inflation Adjusted,8607038430.299429,1692650127.9503925
2002,North Carolina,Per Student - Inflation Adjusted,6640.438309665025,1305.8962627491305
2002,North Carolina,Percent,0.8356605487915683,0.16433945120843174
2003,North Carolina,Total - Inflation Adjusted,8622974884.922342,1575725715.0225205
2003,North Carolina,Per Student - Inflation Adjusted,6559.229454801294,1198.6124429410804
2003,North Carolina,Percent,0.8454966653432456,0.15450333465675437
2004,North Carolina,Total - Inflation Adjusted,8545962326.592658,1675830895.340676
2004,North Carolina,Per Student - Inflation Adjusted,6390.211366626106,1253.1013430982136
2004,North Carolina,Percent,0.8360525873154533,0.16394741268454666
2005,North Carolina,Total - Inflation Adjusted,8891030856.086332,1935252060.7485652
2005,North Carolina,Per Student - Inflation Adjusted,6539.4384778169,1423.4014156364108
2005,North Carolina,Percent,0.8212445013736032,0.17875549862639678
2006,North Carolina,Total - Inflation Adjusted,8884594404.91985,2087524434.7354708
2006,North Carolina,Per Student - Inflation Adjusted,6400.0037021153585,1503.741064716836
2006,North Carolina,Percent,0.8097432155163669,0.19025678448363312
2007,North Carolina,Total - Inflation Adjusted,9458503230.854874,2221918096.0808277
2007,North Carolina,Per Student - Inflation Adjusted,6679.597798733048,1569.1202562686171
2007,North Carolina,Percent,0.8097740466087127,0.19022595339128734
2008,North Carolina,Total - Inflation Adjusted,9407220082.363333,2306436761.8431244
2008,North Carolina,Per Student - Inflation Adjusted,6601.2037917013095,1618.4614944563596
2008,North Carolina,Percent,0.8030988564483361,0.19690114355166388
2009,North Carolina,Total - Inflation Adjusted,10009293263.693298,2485681081.072152
2009,North Carolina,Per Student - Inflation Adjusted,6893.145356494415,1711.830944122518
2009,North Carolina,Percent,0.8010650018873627,0.1989349981126373
2010,North Carolina,Total - Inflation Adjusted,9514109961.248333,2517839186.5981383
2010,North Carolina,Per Student - Inflation Adjusted,6586.858772403574,1743.167643036453
2010,North Carolina,Percent,0.7907368409053993,0.20926315909460075
2011,North Carolina,Total - Inflation Adjusted,9088291870.845917,2643872968.3023677
2011,North Carolina,Per Student - Inflation Adjusted,6275.934548172291,1825.734031660253
2011,North Carolina,Percent,0.7746471589562369,0.22535284104376307
2012,North Carolina,Total - Inflation Adjusted,8589399439.6504545,2712389801.54557
2012,North Carolina,Per Student - Inflation Adjusted,5874.411511600568,1855.0374508082712
2012,North Carolina,Percent,0.7600039200944333,0.23999607990556668
2013,North Carolina,Total - Inflation Adjusted,8596998766.025778,2828173086.266372
2013,North Carolina,Per Student - Inflation Adjusted,5855.354279058561,1926.2489476866845
2013,North Carolina,Percent,0.7524611713603956,0.2475388286396045
2014,North Carolina,Total - Inflation Adjusted,8354511293.457352,2861126235.82274
2014,North Carolina,Per Student - Inflation Adjusted,5796.144664228963,1984.9795496278546
2014,North Carolina,Percent,0.7448981027583451,0.2551018972416549
2015,North Carolina,Total - Inflation Adjusted,8704333726.580833,2926004675.09233
2015,North Carolina,Per Student - Inflation Adjusted,5941.395357874062,1997.2274415972663
2015,North Carolina,Percent,0.7484163825329664,0.2515836174670336
2016,North Carolina,Total - Inflation Adjusted,8795574001.651945,2928810951.123232
2016,North Carolina,Per Student - Inflation Adjusted,6015.977042991347,2003.2451203721348
2016,North Carolina,Percent,0.7501945850154725,0.2498054149845275
2017,North Carolina,Total - Inflation Adjusted,8807400416.489544,3038047986.1951194
2017,North Carolina,Per Student - Inflation Adjusted,6042.393715856464,2084.281547358673
2017,North Carolina,Percent,0.7435259217514159,0.25647407824858426
2018,North Carolina,Total - Inflation Adjusted,8841034972.374527,3117794469.2280097
2018,North Carolina,Per Student - Inflation Adjusted,6087.973978575876,2146.9230914253126
2018,North Carolina,Percent,0.7392896264306309,0.26071037356936905
2019,North Carolina,Total - Inflation Adjusted,8956531786.04861,3291601688.923949
2019,North Carolina,Per Student - Inflation Adjusted,6217.447508088588,2284.9684914464597
2019,North Carolina,Percent,0.7312565638318081,0.2687434361681918
2020,North Carolina,Total - Inflation Adjusted,8898538000,3372574000
2020,North Carolina,Per Student - Inflation Adjusted,6172.9,2339.55
2020,North Carolina,Percent,0.7251613812709619,0.27483861872903803
2002,North Dakota,Total - Inflation Adjusted,645209732.8694649,172973927.99570176
2002,North Dakota,Per Student - Inflation Adjusted,6090.562931657518,1632.8179685813247
2002,North Dakota,Percent,0.7885876678009198,0.21141233219908012
2003,North Dakota,Total - Inflation Adjusted,653379770.614456,177116587.7699663
2003,North Dakota,Per Student - Inflation Adjusted,6299.147438538438,1707.5582485593227
2003,North Dakota,Percent,0.7867339808292276,0.2132660191707723
2004,North Dakota,Total - Inflation Adjusted,682108591.1712906,182587736.73892224
2004,North Dakota,Per Student - Inflation Adjusted,6698.302771109711,1793.0181549130018
2004,North Dakota,Percent,0.7888410801412448,0.21115891985875532
2005,North Dakota,Total - Inflation Adjusted,685169539.353156,186806589.27230048
2005,North Dakota,Per Student - Inflation Adjusted,6827.726216092853,1861.5300643844548
2005,North Dakota,Percent,0.7857664678889872,0.2142335321110128
2006,North Dakota,Total - Inflation Adjusted,681103660.5460387,186772709.84932387
2006,North Dakota,Per Student - Inflation Adjusted,6937.861413008359,1902.501433916558
2006,North Dakota,Percent,0.7847937390286718,0.21520626097132825
2007,North Dakota,Total - Inflation Adjusted,680999123.9527808,188420727.73403814
2007,North Dakota,Per Student - Inflation Adjusted,7051.354603257034,1950.9858611326133
2007,North Dakota,Percent,0.7832801515505792,0.21671984844942088
2008,North Dakota,Total - Inflation Adjusted,688596317.51455,192797780.76519716
2008,North Dakota,Per Student - Inflation Adjusted,7251.507689693127,2030.3234656965099
2008,North Dakota,Percent,0.7812583065015601,0.21874169349843986
2009,North Dakota,Total - Inflation Adjusted,709985186.1531012,205186710.02102062
2009,North Dakota,Per Student - Inflation Adjusted,7500.931519309029,2167.781434560719
2009,North Dakota,Percent,0.7757942091255177,0.2242057908744823
2010,North Dakota,Total - Inflation Adjusted,746677459.0581464,221426965.3599699
2010,North Dakota,Per Student - Inflation Adjusted,7860.016347458958,2330.882000011669
2010,North Dakota,Percent,0.7712780639608487,0.22872193603915122
2011,North Dakota,Total - Inflation Adjusted,774212201.3282454,234100962.67274252
2011,North Dakota,Per Student - Inflation Adjusted,8043.350205877003,2432.089170646018
2011,North Dakota,Percent,0.7678293880353427,0.23217061196465733
2012,North Dakota,Total - Inflation Adjusted,784387732.7727324,243070675.98608673
2012,North Dakota,Per Student - Inflation Adjusted,8040.466638680573,2491.6236684999353
2012,North Dakota,Percent,0.7634255313210513,0.2365744686789488
2013,North Dakota,Total - Inflation Adjusted,807142172.1191844,267766893.8927768
2013,North Dakota,Per Student - Inflation Adjusted,7989.5329307522215,2650.506099139038
2013,North Dakota,Percent,0.7508931976947715,0.24910680230522858
2014,North Dakota,Total - Inflation Adjusted,836742699.0071874,278774094.90231454
2014,North Dakota,Per Student - Inflation Adjusted,8102.314170269671,2699.4211011047323
2014,North Dakota,Percent,0.75009375500449,0.2499062449955099
2015,North Dakota,Total - Inflation Adjusted,885821336.7220136,319474427.03027946
2015,North Dakota,Per Student - Inflation Adjusted,8351.995581784515,3012.174099662199
2015,North Dakota,Percent,0.7349411189644667,0.26505888103553327
2016,North Dakota,Total - Inflation Adjusted,940718647.3720667,345063499.36321104
2016,North Dakota,Per Student - Inflation Adjusted,8679.501396168895,3183.7113040389495
2016,North Dakota,Percent,0.7316316090342735,0.2683683909657264
2017,North Dakota,Total - Inflation Adjusted,967647019.0439554,354850094.3050964
2017,North Dakota,Per Student - Inflation Adjusted,8823.503076901357,3235.7028684900865
2017,North Dakota,Percent,0.7316819297105839,0.2683180702894161
